date, pm25, pm10, o3, no2, so2, co
2024/10/6, 104, 88, 39, 23, 8, 10
2024/10/7, 111, 107, 48, 26, 6, 8
2024/10/8, 139, 96, 53, 25, 7, 8
2024/10/9, 118, 93, 42, 22, 7, 7
2024/10/10, 108, 97, 53, 27, 7, 8
2024/10/11, 124, 96, 61, 27, 8, 10
2024/10/12, 128, 122, 60, 31, 8, 12
2024/10/13, 148, 125, 54, 30, 9, 14
2024/10/14, 150, 118, 41, 33, 9, 11
2024/10/15, 145, 147, 53, 43, 10, 17
2024/10/16, 162, 153, 51, 39, 8, 23
2024/10/17, 170, 145, 36, 35, 9, 16
2024/10/18, 160, 146, 32, 33, 9, 18
2024/10/19, 161, 171, 29, 30, 10, 17
2024/10/20, 175, 151, 34, 40, 8, 16
2024/10/21, 181, 164, 31, 46, 4, 20
2024/10/22, 183, 202, 24, 45, 4, 9
2024/10/23, 217, 138, 28, 38, 3, 9
2024/10/24, 175, 137, 21, 41, 3, 11
2024/10/25, 158, 156, 30, 50, 4, 14
2024/10/26, 180, 211, 15, 47, 4, 21
2024/10/27, 200, 165, 18, 39, 4, 14
2024/10/28, 184, 144, 16, 40, 3, 11
2024/10/29, 165, 169, 32, 37, 5, 12
2024/10/30, 187, 180, 19, 30, 6, 16
2024/10/31, 215, 308, 31, 29, 13, 12
2024/11/1, 306, 235, 57, 35, 7, 19
2024/11/2, 259, 174, 35, 40, 7, 18
2024/11/3, 239, 226, 37, 43, 7, 16
2024/11/4, 256, 201, 22, 34, 8, 32
2024/11/5, 224, 199, 36, 33, 7, 30
2024/11/6, 204, 237, 30, 39, 5, 24
2024/11/7, 250, 210, 18, 33, 5, 17
2024/11/8, 240, 170, 11, 35, 5, 16
2024/11/9, 213, 179, 15, 29, 6, 14
2024/11/10, 207, 181, 28, 27, 7, 25
2024/11/11, 200, 158, 15, 25, 6, 19
2024/11/12, 192, 422, 24, 27, 5, 24
2024/11/13, 376, 239, 5, 21, 5, 32
2024/11/14, 255, , , , , 
2024/11/16, 293, 416, 17, 28, 5, 17
2024/11/17, 395, 699, 14, 25, 5, 21
2024/11/18, 543, 238, 13, 37, 5, 7
2024/11/19, 284, 168, 20, 28, 5, 8
2024/11/20, 238, 191, 1, 38, 7, 19
2024/11/21, 233, 254, 9, 35, 4, 18
2024/11/22, 282, 225, 9, 45, 5, 32
2024/11/23, 233, 143, 9, 29, 5, 33
2024/11/24, 195, 216, 9, 33, 4, 19
2024/11/25, 272, 132, 10, 40, 6, 16
2024/11/26, 174, 138, 10, 35, 5, 21
2024/11/27, 190, 152, 9, 32, 5, 31
2024/11/28, 207, 156, 9, 38, 6, 38
2024/11/29, 207, 162, 9, 32, 4, 33
2024/11/30, 217, 135, 9, 29, 6, 20
2024/12/1, 192, 129, 9, 27, 6, 24
2024/12/2, 183, 122, , 27, 6, 23
2024/12/3, 169, 106, 11, 20, 5, 14
2024/12/4, 140, 105, 11, 23, 5, 14
2024/12/5, 142, 106, 11, 23, 4, 14
2024/12/6, 147, 137, 11, 25, 5, 24
2024/12/7, 176, 161, 11, 31, 4, 26
2024/12/8, 207, 96, 11, 30, 3, 11
2024/12/9, 154, 118, 11, 27, 4, 12
2024/12/10, 159, 133, 11, 28, 5, 13
2024/12/11, 173, 196, 9, 26, 5, 17
2024/12/12, 225, 140, 9, 47, 4, 9
2024/12/13, 178, 152, 8, 30, 4, 12
2024/12/14, 172, 190, 9, 38, 6, 17
2024/12/15, 216, 246, 8, 42, 3, 24
2024/12/16, 288, 366, 7, 64, 4, 30
2024/12/17, 337, 393, 26, 45, 4, 32
2024/12/18, 385, 329, 22, 38, 4, 40
2024/12/19, 346, 286, 25, 43, 4, 34
2024/12/20, 328, 190, 33, 37, 4, 19
2024/12/21, 255, 263, 26, 46, 5, 36
2024/12/22, 322, 249, 10, 48, 3, 22
2024/12/23, 305, 154, 13, 38, 5, 13
2024/12/24, 227, 146, 17, 34, 3, 19
2024/12/25, 228, 179, 29, 38, 5, 20
2024/12/26, 244, 264, 10, 37, 3, 32
2024/12/27, 330, 109, 10, 31, 7, 11
2024/12/28, 191, 85, 15, 18, 3, 6
2024/12/29, 167, , , , , 
2024/7/1, 83, 65, 29, 14, 3, 6
2024/7/2, 87, 51, 8, 20, 4, 9
2024/7/3, 73, 37, 14, 15, 3, 7
2024/7/4, 54, 46, 26, 15, 3, 7
2024/7/5, 61, 39, 17, 10, 4, 7
2024/7/6, 60, 24, 19, 9, 3, 6
2024/7/7, 20, 35, 18, 10, 4, 7
2024/7/8, 42, 59, 13, 19, 3, 10
2024/7/9, 89, 71, 14, 18, 3, 8
2024/7/10, 118, 72, 21, 17, 3, 7
2024/7/11, 110, 60, 24, 12, 3, 6
2024/7/12, 57, 59, 37, 18, 3, 8
2024/7/13, 81, 63, 13, 17, 2, 8
2024/7/14, 89, 53, 15, 15, 3, 8
2024/7/15, 82, 56, 15, 12, 2, 7
2024/7/16, 88, , , , , 
2024/7/18, 76, 73, 13, 16, 4, 11
2024/7/19, 120, 56, 20, 11, 3, 7
2024/7/20, 99, 54, 14, 11, 2, 7
2024/7/21, 95, 52, 13, 15, 3, 10
2024/7/22, 81, 59, 12, 14, 3, 8
2024/7/23, 91, 53, 34, 16, 2, 9
2024/7/24, 104, 52, 16, 18, 1, 9
2024/7/25, 86, 52, 28, 20, 2, 11
2024/7/26, 97, 59, 17, 16, 1, 7
2024/7/27, 97, 44, 21, 17, 1, 6
2024/7/28, 57, 46, 16, 13, 1, 8
2024/7/29, 64, 55, 26, 15, 1, 8
2024/7/30, 85, 48, 34, 14, 1, 7
2024/7/31, 68, 24, 16, 13, 1, 9
2024/8/1, 35, 45, 15, 18, 1, 9
2024/8/2, 60, 42, 17, 11, 1, 7
2024/8/3, 59, 32, 11, 9, 1, 7
2024/8/4, 36, 39, 11, 12, 3, 9
2024/8/5, 46, 36, 14, 10, 1, 8
2024/8/6, 42, 32, 6, 14, 1, 10
2024/8/7, 56, 36, 7, 12, 1, 8
2024/8/8, 48, 37, 12, 12, 1, 8
2024/8/9, 62, 47, 39, 13, 1, 9
2024/8/10, 65, 36, 16, 14, 2, 9
2024/8/11, 67, 39, 19, 16, 3, 8
2024/8/12, 67, 27, 15, 13, 1, 8
2024/8/13, 37, 45, 5, 14, 2, 4
2024/8/14, 59, 41, 13, 9, 2, 5
2024/8/15, 60, 35, 25, 12, 3, 9
2024/8/16, 48, 41, 21, 15, 2, 9
2024/8/17, 51, 44, 14, 12, 1, 5
2024/8/18, 63, 49, 19, 12, 3, 7
2024/8/19, 65, 48, 9, 20, 3, 10
2024/8/20, 61, 48, 13, 16, 2, 8
2024/8/21, 60, 49, 12, 14, 1, 8
2024/8/22, 60, 36, 14, 17, 1, 9
2024/8/23, 42, 60, 67, 18, 2, 9
2024/8/24, 89, 42, 42, 14, 2, 6
2024/8/25, 57, 47, 7, 15, 2, 9
2024/8/26, 60, 29, 13, 13, 2, 8
2024/8/27, 34, 32, 9, 15, 3, 9
2024/8/28, 50, 33, 13, 16, 3, 10
2024/8/29, 47, 63, 16, 20, 2, 10
2024/8/30, 93, 55, 13, 18, 2, 7
2024/8/31, 77, 55, 14, 18, 3, 7
2024/9/1, 74, 50, 14, 18, 3, 8
2024/9/2, 65, 47, 11, 16, 3, 7
2024/9/3, 60, 31, 12, 17, 3, 9
2024/9/4, 40, 47, 29, 20, 2, 9
2024/9/5, 66, 44, 11, 17, 2, 6
2024/9/6, 54, 37, 11, 18, 2, 8
2024/9/7, 53, 65, 10, 16, 3, 11
2024/9/8, 108, 60, 29, 17, 4, 8
2024/9/9, 102, 57, 74, 17, 1, 7
2024/9/10, 79, 47, 56, 16, 2, 8
2024/9/11, 58, 18, 7, 10, 1, 5
2024/9/12, 31, 19, 6, 14, 2, 8
2024/9/13, 40, 45, 13, 13, 3, 7
2024/9/14, 63, 77, 19, 18, 4, 8
2024/9/15, 99, 76, 20, 13, 4, 9
2024/9/16, 101, 86, 28, 16, 3, 7
2024/9/17, 123, 47, 19, 22, 3, 7
2024/9/18, 69, 40, 21, 21, 2, 10
2024/9/19, 62, 59, 21, 18, 4, 9
2024/9/20, 68, 62, 26, 19, 4, 9
2024/9/21, 78, 86, 34, 17, 4, 9
2024/9/22, 134, 88, 41, 20, 3, 8
2024/9/23, 141, 99, 51, 23, 3, 9
2024/9/24, 152, 101, 26, 22, 3, 8
2024/9/25, 135, 48, 16, 14, 2, 9
2024/9/26, 54, 40, 16, 12, 2, 7
2024/9/27, 34, 37, 26, 12, 2, 8
2024/9/28, 49, 47, 34, 16, 2, 8
2024/9/29, 58, 77, 30, 20, 3, 9
2024/9/30, 118, 89, 37, 21, 2, 10
2024/4/1, 90, 79, 26, 1, 1, 4
2024/4/2, 92, 99, 35, 3, 2, 9
2024/4/3, 109, 99, 32, 3, 2, 8
2024/4/4, 100, 101, 22, 2, 2, 6
2024/4/5, 108, 92, 31, 2, 1, 5
2024/4/6, 85, 102, 30, 3, 4, 8
2024/4/7, 121, 119, 32, 3, 4, 9
2024/4/8, 119, 101, 40, 4, 4, 10
2024/4/9, 127, 128, 48, 4, 5, 10
2024/4/10, 146, 116, 34, 3, 3, 9
2024/4/11, 124, 124, 42, 4, 4, 10
2024/4/12, 135, 96, 25, 2, 2, 7
2024/4/13, 115, 77, 16, 2, 2, 6
2024/4/14, 105, 106, 34, 4, 3, 10
2024/4/15, 151, 113, 21, 2, 4, 9
2024/4/16, 120, 81, 29, 1, 1, 4
2024/4/17, 70, 105, 28, 2, 2, 5
2024/4/18, 96, 101, 19, 3, 2, 8
2024/4/19, 87, 123, 25, 1, 2, 5
2024/4/20, 103, 77, 28, 1, 1, 6
2024/4/21, 76, 72, 29, 2, 1, 7
2024/4/22, 74, 131, 37, 3, 2, 7
2024/4/23, 113, 84, 35, 3, 2, 8
2024/4/24, 103, 102, 33, 4, 3, 10
2024/4/25, 113, 94, 38, 4, 3, 10
2024/4/26, 106, 110, 27, 2, 1, 6
2024/4/27, 90, 87, 31, 2, 1, 7
2024/4/28, 92, 124, 42, 2, 4, 11
2024/4/29, 131, 103, 32, 1, 2, 6
2024/4/30, 88, 117, 27, 1, 2, 6
2024/5/1, 96, 106, 35, 2, 2, 7
2024/5/2, 111, 156, 38, 4, 5, 11
2024/5/3, 155, 178, 48, 4, 5, 16
2024/5/4, 187, 149, 42, 3, 7, 16
2024/5/5, 161, 130, 38, 2, 2, 11
2024/5/6, 125, 174, 51, 4, 7, 19
2024/5/7, 179, 135, 24, 1, 2, 9
2024/5/8, 134, 98, 30, 1, 2, 8
2024/5/9, 106, 104, 32, 1, 2, 9
2024/5/10, 140, 131, 46, 1, 1, 6
2024/5/11, 95, 97, 17, 4, 3, 14
2024/5/12, 129, 117, 50, 3, 4, 13
2024/5/13, 145, 138, 49, 3, 4, 12
2024/5/14, 154, 126, 54, 4, 5, 16
2024/5/15, 158, 130, 84, 3, 5, 13
2024/5/16, 161, 145, 40, 3, 3, 13
2024/5/17, 124, 148, 39, 3, 7, 13
2024/5/18, 144, 125, 36, 2, 4, 11
2024/5/19, 131, 132, 48, 4, 6, 9
2024/5/20, 105, 144, 43, 5, 10, 12
2024/5/21, 137, 112, 42, 8, 6, 9
2024/5/22, 140, 88, 49, 17, 5, 9
2024/5/23, 99, 82, 58, 17, 5, 8
2024/5/24, 100, 94, 88, 20, 6, 9
2024/5/25, 120, 96, 103, 25, 10, 10
2024/5/26, 104, 123, 122, 28, 14, 14
2024/5/27, 139, 123, 127, 35, 16, 15
2024/5/28, 133, 154, 78, 24, 11, 10
2024/5/29, 106, 122, 92, 17, 9, 8
2024/5/30, 98, 125, 89, 19, 9, 11
2024/5/31, 93, 166, 46, 21, 10, 9
2024/6/1, 103, 83, 95, 14, 7, 6
2024/6/2, 71, 112, 77, 17, 6, 8
2024/6/3, 82, 131, 93, 19, 10, 9
2024/6/4, 114, 187, 38, 11, 5, 19
2024/6/5, 99, 80, 112, 11, 6, 20
2024/6/6, 83, 170, 61, 13, 6, 13
2024/6/7, 65, 161, 79, 12, 7, 29
2024/6/8, 96, 98, 87, 16, 9, 36
2024/6/9, 80, 89, 97, 13, 10, 52
2024/6/10, 85, 141, 53, 31, 6, 
2024/6/11, 128, 114, 78, 27, 12, 24
2024/6/12, 101, 114, 65, 19, 4, 13
2024/6/13, 79, 141, 42, 10, 5, 6
2024/6/14, 70, 109, 45, 12, 5, 6
2024/6/15, 65, 90, 22, 26, 5, 11
2024/6/16, 63, 111, 43, 20, 10, 5
2024/6/17, 90, 164, 29, 14, 9, 8
2024/6/18, 103, 162, 24, 13, 7, 8
2024/6/19, 94, 93, 66, 14, 7, 7
2024/6/20, 86, 79, 38, 19, 6, 8
2024/6/21, 117, 100, 51, 25, 6, 9
2024/6/22, 146, 82, 36, 17, 5, 8
2024/6/23, 132, 75, 25, 18, 5, 8
2024/6/24, 94, 72, 38, 16, 5, 8
2024/6/25, 120, 73, 26, 13, 5, 8
2024/6/26, 114, 27, 22, 11, 4, 7
2024/6/27, 42, 61, 16, 21, 4, 10
2024/6/28, 96, 64, 25, 18, 3, 7
2024/6/29, 104, 60, 24, 14, 3, 7
2024/6/30, 113, 69, 23, 14, 3, 7
2024/1/28, 270, 158, , 5, 2, 41
2024/1/29, 263, , 10, 6, 1, 16
2024/2/14, 179, 128, 24, 13, 3, 12
2024/2/15, 186, 124, 24, 12, 3, 11
2024/2/16, 172, 132, 24, 13, 3, 12
2024/2/17, 178, 152, 24, 9, 4, 14
2024/2/18, 190, 144, 16, 4, 3, 17
2024/2/19, 168, 118, 19, 2, , 7
2024/2/20, 178, 117, 12, 3, , 10
2024/2/21, 158, 90, 18, 2, 1, 9
2024/2/22, 122, 75, 20, 3, , 6
2024/2/23, 97, 108, 21, 2, , 6
2024/2/24, 147, 101, 22, 4, 2, 11
2024/2/25, 140, 94, 23, 2, 2, 8
2024/2/26, 121, 86, 21, 3, 1, 10
2024/2/27, 113, 81, 19, 3, 1, 8
2024/2/28, 125, 85, 22, 2, , 6
2024/2/29, 118, 116, 27, 2, 1, 8
2024/3/1, 154, 67, 26, 3, 4, 12
2024/3/2, 76, 90, 11, 1, , 5
2024/3/3, 96, 69, 16, 1, , 5
2024/3/4, 86, 74, 24, 1, , 5
2024/3/5, 106, 77, 24, 1, , 5
2024/3/6, 125, 97, 26, 2, 1, 6
2024/3/7, 133, 85, 26, 3, 2, 9
2024/3/8, 116, 77, 24, 2, 2, 7
2024/3/9, 109, 106, 26, 2, 1, 6
2024/3/10, 160, 86, 34, 3, 4, 8
2024/3/11, 116, 100, 34, 2, , 6
2024/3/12, 141, 88, 30, 2, 1, 8
2024/3/13, 103, 101, 21, 3, 1, 7
2024/3/14, 136, 71, 24, 2, 4, 9
2024/3/15, 75, 97, 22, 1, 2, 5
2024/3/16, 133, 109, 35, 3, 4, 8
2024/3/17, 143, 113, 33, 3, 4, 7
2024/3/18, 141, 114, 30, 3, 4, 8
2024/3/19, 141, 114, 33, 3, 5, 10
2024/3/20, 138, 107, 29, 3, 5, 11
2024/3/21, 148, 101, 21, 2, 4, 10
2024/3/22, 144, 137, 24, 3, 3, 11
2024/3/23, 173, 93, 11, 4, 7, 18
2024/3/24, 102, 94, 1, 3, 3, 11
2024/3/25, 135, 77, 21, 1, 5, 9
2024/3/26, 114, 97, 27, 2, 4, 6
2024/3/27, 116, 91, 29, 2, 5, 10
2024/3/28, 122, 109, 40, 2, 5, 7
2024/3/29, 136, 125, 37, 2, 5, 7
2024/3/30, 139, 131, 29, 4, 1, 10
2024/3/31, 130, 80, 23, 2, 4, 11
2023/10/1, 132, , 16, 10, 2, 4
2023/10/2, 123, , 13, 13, 1, 5
2023/10/3, 129, , 11, 12, 1, 5
2023/10/4, 138, 129, 4, 15, 2, 9
2023/10/5, 152, 140, 2, 16, 2, 11
2023/10/6, 150, 119, 18, 12, 2, 11
2023/10/7, 132, 106, 14, 10, 2, 10
2023/10/8, 116, 98, 17, 9, 2, 9
2023/10/9, 112, 109, 3, 15, 2, 9
2023/10/10, 122, 102, 22, 12, 1, 7
2023/10/11, 140, 111, 24, 14, 1, 9
2023/10/12, 159, 128, 28, 17, 3, 9
2023/10/13, 166, 122, 20, 13, 2, 12
2023/10/14, 158, 130, 48, 15, 2, 13
2023/10/15, 141, 99, 15, 12, 1, 6
2023/10/16, 99, 71, 4, 14, 2, 6
2023/10/17, 112, 69, 3, 11, 1, 5
2023/10/18, 114, 65, 2, 11, 1, 5
2023/10/19, 109, 97, 2, 14, 2, 8
2023/10/20, 162, 113, 3, 21, 2, 9
2023/10/21, 181, 132, , 17, 5, 12
2023/10/22, 204, 114, , 14, 2, 10
2023/10/23, 182, 106, , 14, 2, 9
2023/10/24, 158, 119, , 15, 2, 9
2023/10/25, 185, 129, 8, 14, 3, 12
2023/10/26, 167, 143, 3, 17, 3, 13
2023/10/27, 182, 202, 3, 23, 4, 21
2023/10/28, 194, 196, 3, 23, 3, 20
2023/10/29, 203, 220, 3, 22, 3, 18
2023/10/30, 212, 261, 3, 22, 4, 21
2023/10/31, 240, 201, 6, 18, 3, 17
2023/11/1, 232, 401, 20, 31, 4, 22
2023/11/2, 373, 448, 10, 21, 3, 20
2023/11/3, 361, 401, 17, 23, 3, 23
2023/11/4, 371, 423, 16, 23, 3, 26
2023/11/5, 341, 291, 35, 21, 4, 24
2023/11/6, 276, 270, 15, 22, 4, 32
2023/11/7, 277, 300, 25, 27, 3, 25
2023/11/8, 318, 334, 26, 24, 3, 22
2023/11/9, 341, 162, 14, 15, 2, 15
2023/11/10, 221, 91, 13, 11, 2, 9
2023/11/11, 159, 127, 20, 11, 3, 10
2023/11/12, 190, 451, 28, 14, 5, 14
2023/11/13, 479, 157, 28, 17, 2, 14
2023/11/14, 246, 203, 33, 15, 3, 17
2023/11/15, 284, 287, 37, 19, 3, 22
2023/11/16, 355, 206, 35, 17, 4, 26
2023/11/17, 278, 141, 28, 15, 3, 17
2023/11/18, 206, 131, 30, 12, 3, 18
2023/11/19, 199, 155, 32, 13, 4, 22
2023/11/20, 223, 190, 15, 15, 2, 14
2023/11/21, 266, 198, 22, 16, 3, 19
2023/11/22, 286, 226, 27, 19, 4, 30
2023/11/23, 279, 256, 36, 20, 5, 33
2023/11/24, 307, 237, 33, 18, 5, 26
2023/11/25, 291, 239, 23, 17, 4, 31
2023/11/26, 263, 199, 42, 14, 3, 23
2023/11/27, 260, 105, 13, 10, 3, 13
2023/11/28, 204, 140, 13, 9, 4, 21
2023/11/29, 276, 181, 15, 11, 5, 28
2023/11/30, 260, 168, 24, 11, 2, 15
2023/12/1, 254, 146, 18, 11, 4, 18
2023/12/2, 211, 142, 22, 13, 3, 17
2023/12/3, 198, 129, 20, 12, 4, 15
2023/12/4, 197, 197, 10, 18, 2, 11
2023/12/5, 211, , 20, 18, 1, 33
2023/7/1, 71, 35, 12, 4, 1, 4
2023/7/2, 77, 82, 19, 11, 1, 8
2023/7/3, 145, 62, 8, 10, 1, 8
2023/7/4, 123, 46, 10, 7, 1, 6
2023/7/5, 108, 37, 5, 6, 1, 5
2023/7/6, 101, 50, 5, 7, 1, 8
2023/7/7, 85, 30, 3, 8, 1, 12
2023/7/8, 70, 32, 3, 5, 1, 4
2023/7/9, 86, 31, 22, 8, 1, 5
2023/7/10, 75, 48, 7, 7, 1, 5
2023/7/11, 98, 50, 5, 6, 1, 5
2023/7/12, 96, 53, 5, 6, 1, 8
2023/7/13, 105, , , , , 
2023/7/21, 104, 68, 2, 5, , 2
2023/7/22, 101, 51, 2, 6, , 2
2023/7/23, 74, 50, 3, 6, , 2
2023/7/24, 78, , , , , 
2023/7/26, 79, 55, 5, 9, , 4
2023/7/27, 101, 42, 5, 8, 1, 2
2023/7/28, 83, 21, 1, 6, 1, 2
2023/7/29, 41, 33, 5, 5, 1, 2
2023/7/30, 48, 58, 7, 5, 1, 2
2023/7/31, 103, 50, 6, 5, 1, 2
2023/8/1, 62, 53, 3, 4, 1, 2
2023/8/2, 66, 66, 3, 5, 1, 6
2023/8/3, 84, 60, 10, 7, 1, 5
2023/8/4, 95, 46, 2, 9, 1, 7
2023/8/5, 92, 59, 4, 5, 1, 4
2023/8/6, 75, 65, 5, 5, 1, 3
2023/8/7, 70, 73, 4, 5, 1, 4
2023/8/8, 71, 80, 5, 5, 1, 4
2023/8/9, 82, 79, 8, 6, 1, 6
2023/8/10, 89, 82, 8, 6, 1, 5
2023/8/11, 88, 75, 8, 5, 1, 3
2023/8/12, 79, 62, 6, 5, 1, 4
2023/8/13, 68, 69, 8, 7, 1, 3
2023/8/14, 86, 66, 6, 6, 1, 4
2023/8/15, 117, 81, 8, 4, 1, 5
2023/8/16, 117, 89, 7, 5, 1, 5
2023/8/17, 90, 95, 10, 4, 1, 2
2023/8/18, 103, 65, 28, 9, 1, 5
2023/8/19, 108, 61, 4, 7, 1, 3
2023/8/20, 104, 82, 16, 5, 1, 4
2023/8/21, 412, 59, 8, 6, 1, 8
2023/8/24, 74, , 11, 5, 1, 6
2023/8/25, 71, , 13, 4, 1, 5
2023/8/26, 96, , 12, 3, 1, 5
2023/8/27, 104, , 14, 5, 1, 5
2023/8/28, 94, , 16, 5, 1, 6
2023/8/29, 92, , 21, 7, 1, 7
2023/8/30, 101, , 18, 7, 1, 7
2023/8/31, 104, , 15, 6, 1, 6
2023/9/1, 85, , 15, 6, 1, 6
2023/9/2, 83, , 15, 5, 2, 5
2023/9/3, 78, , 16, 6, 1, 6
2023/9/4, 73, , 26, 8, 3, 7
2023/9/5, 76, , 19, 9, 2, 7
2023/9/6, 38, , 31, 8, 2, 7
2023/9/7, 69, , 20, 4, 2, 6
2023/9/8, 61, , 7, 3, 2, 5
2023/9/9, 36, , 8, 2, 1, 3
2023/9/10, 23, , 13, 6, 3, 4
2023/9/11, 75, , 20, 9, 2, 7
2023/9/12, 91, , 17, 9, 2, 7
2023/9/13, 124, , 12, 7, 1, 6
2023/9/14, 116, , 14, 11, 1, 6
2023/9/15, 79, , 2, 12, 1, 5
2023/9/16, 85, , 5, , 1, 4
2023/9/17, 71, , 7, , 1, 3
2023/9/18, 44, , 9, 8, 1, 5
2023/9/19, 63, , 24, 8, 1, 6
2023/9/20, 89, , 18, 7, 1, 5
2023/9/21, 91, , 21, 8, 1, 5
2023/9/22, 116, , 13, 10, 1, 8
2023/9/23, 118, , 19, 10, 1, 9
2023/9/24, 136, , 31, 9, 2, 6
2023/9/25, 151, , 29, 10, 2, 6
2023/9/26, 153, , 24, 8, 2, 5
2023/9/27, 117, , 30, 9, 1, 5
2023/9/28, 128, , 33, 13, 2, 7
2023/9/29, 146, , 21, 9, 2, 4
2023/9/30, 130, , 18, 9, 1, 4
2023/4/1, 112, 66, 18, 10, 1, 11
2023/4/2, 112, 98, 23, 11, 2, 12
2023/4/3, 137, 61, 18, 10, 1, 9
2023/4/4, 96, 81, 22, 11, 2, 10
2023/4/5, 106, 83, 20, 11, 2, 9
2023/4/6, 83, 81, 22, 12, 2, 8
2023/4/7, 100, 97, 29, 14, 2, 9
2023/4/8, 124, 107, 24, 16, 2, 13
2023/4/9, 140, 109, 24, 16, 3, 13
2023/4/10, 133, 150, 22, 16, 4, 11
2023/4/11, 168, 138, 9, 16, 3, 11
2023/4/12, 128, 124, 12, 14, 3, 11
2023/4/13, 140, 133, 7, 15, 4, 12
2023/4/14, 135, 133, 16, 21, 3, 14
2023/4/15, 132, 122, 19, 17, 2, 13
2023/4/16, 120, 120, 29, 15, 3, 13
2023/4/17, 122, 131, 17, 14, 3, 14
2023/4/18, 120, 211, 36, 8, 3, 9
2023/4/19, 124, 79, 21, 9, 2, 8
2023/4/20, 77, 85, 23, 10, 2, 8
2023/4/21, 93, 87, 32, 9, 3, 7
2023/4/22, 99, 74, 22, 5, 2, 7
2023/4/23, 55, 90, 27, 14, 3, 8
2023/4/24, 107, 92, 57, 11, 3, 9
2023/4/25, 126, 119, 40, 17, 3, 11
2023/4/26, 151, 158, 33, 13, 3, 8
2023/4/27, 151, 88, 31, 16, 4, 10
2023/4/28, 122, 117, 20, 12, 3, 9
2023/4/29, 131, 64, 25, 10, 3, 9
2023/4/30, 115, 52, 4, 10, 2, 9
2023/5/1, 113, 49, 8, 8, 2, 8
2023/5/2, 102, 48, 8, 11, 2, 9
2023/5/3, 102, 66, 29, 11, 1, 10
2023/5/4, 122, 95, 31, 12, 2, 11
2023/5/5, 153, 117, 20, 12, 2, 10
2023/5/6, 146, 99, 28, 12, 2, 9
2023/5/7, 131, 81, 12, 13, 2, 10
2023/5/8, 127, 110, 33, 12, 3, 9
2023/5/9, 157, 100, 33, 11, 3, 9
2023/5/10, 139, 184, 38, 18, 5, 15
2023/5/11, 192, 128, 37, 18, 2, 11
2023/5/12, 150, 119, 40, 17, 3, 9
2023/5/13, 163, , , , , 
2023/5/15, 83, 488, 19, 9, 2, 29
2023/5/16, 152, 199, 22, 14, 3, 8
2023/5/17, 139, 68, 30, 8, 1, 7
2023/5/18, 86, 86, 32, 10, 2, 6
2023/5/19, 124, 94, 32, 12, 3, 8
2023/5/20, 118, 108, 35, 17, 4, 16
2023/5/21, 135, 133, 19, 10, 2, 4
2023/5/22, 117, 183, 18, 7, 3, 3
2023/5/23, 91, 76, 11, 8, 2, 3
2023/5/24, 69, 70, 30, 7, 2, 3
2023/5/25, 61, 47, 26, 10, 2, 6
2023/5/26, 59, 51, 25, 13, 2, 4
2023/5/27, 84, 72, 24, 13, 2, 6
2023/5/28, 115, 72, 14, 10, 2, 3
2023/5/29, 85, 64, 20, 9, 1, 4
2023/5/30, 108, 44, 16, 9, 1, 2
2023/5/31, 85, 58, 14, 12, 2, 3
2023/6/1, 102, 64, 24, 10, 2, 2
2023/6/2, 91, 65, 27, 12, 2, 3
2023/6/3, 98, 95, 27, 15, 2, 4
2023/6/4, 149, 82, 33, 11, 2, 4
2023/6/5, 124, 163, 36, 9, 2, 2
2023/6/6, 100, 309, 33, 10, 3, 2
2023/6/7, 145, 89, 35, 14, 3, 4
2023/6/8, 108, 86, 24, 9, 2, 2
2023/6/9, 86, 87, 19, 8, 2, 1
2023/6/10, 77, 84, 25, 7, 2, 1
2023/6/11, 83, 104, 21, 7, 3, 3
2023/6/12, 97, 143, 13, 8, 2, 3
2023/6/13, 110, 117, 10, 5, 2, 1
2023/6/14, 85, 89, 13, 7, 2, 1
2023/6/15, 75, 66, 11, 9, 3, 4
2023/6/16, 81, 68, 17, 8, 1, 6
2023/6/17, 98, 53, 12, 7, 2, 4
2023/6/18, 86, 44, 9, 9, 1, 4
2023/6/19, 84, 60, 7, 9, 2, 5
2023/6/20, 100, 64, 11, 9, 1, 4
2023/6/21, 93, 60, , 10, 2, 6
2023/6/22, 90, 88, 8, 10, 2, 6
2023/6/23, 128, 83, 4, 10, 1, 6
2023/6/24, 125, 31, 17, 8, 1, 4
2023/6/25, 71, 53, 6, 9, 1, 6
2023/6/26, 116, 48, 5, 8, 1, 5
2023/6/27, 87, 53, 12, 9, 2, 6
2023/6/28, 82, 57, 55, 9, 1, 8
2023/6/29, 108, 36, 10, 8, 1, 6
2023/6/30, 81, 40, 15, 6, 1, 5
2023/1/2, 294, 225, 20, 13, 5, 12
2023/1/3, 302, 173, 24, 9, 4, 13
2023/1/4, 232, 174, 5, 18, 3, 13
2023/1/5, 248, 317, 17, 31, 3, 13
2023/1/6, 324, 292, 32, 27, 4, 15
2023/1/7, 285, 246, 32, 24, 3, 19
2023/1/8, 311, 448, 14, 37, 5, 26
2023/1/9, 441, 252, 30, 24, 3, 18
2023/1/10, 303, 186, 18, 25, 2, 15
2023/1/11, 243, 169, 21, 23, 3, 14
2023/1/12, 243, 178, 20, 28, 4, 13
2023/1/13, 260, 144, 34, 10, 5, 6
2023/1/14, 215, 120, 45, 10, 6, 13
